profile_index,experiment_id,plurality_winner,plurality_vse,plurality_winner_rank,plurality_regret,plurality_condorcet_winner_exists,plurality_is_condorcet_winner,plurality_has_cycle,plurality_cycle_type,borda_winner,borda_vse,borda_winner_rank,borda_regret,borda_condorcet_winner_exists,borda_is_condorcet_winner,borda_has_cycle,borda_cycle_type,irv_winner,irv_vse,irv_winner_rank,irv_regret,irv_condorcet_winner_exists,irv_is_condorcet_winner,irv_has_cycle,irv_cycle_type,approval_winner,approval_vse,approval_winner_rank,approval_regret,approval_condorcet_winner_exists,approval_is_condorcet_winner,approval_has_cycle,approval_cycle_type,star_winner,star_vse,star_winner_rank,star_regret,star_condorcet_winner_exists,star_is_condorcet_winner,star_has_cycle,star_cycle_type,schulze_winner,schulze_vse,schulze_winner_rank,schulze_regret,schulze_condorcet_winner_exists,schulze_is_condorcet_winner,schulze_has_cycle,schulze_cycle_type,config_experiment_id,config_created_at,config_n_profiles,config_n_voters,config_n_candidates,config_voting_rules,config_geometry_method,config_geometry_n_dim,config_geometry_phi,config_manipulation_enabled,config_manipulation_fraction,config_manipulation_strategy,config_utility_function,config_utility_distance_metric,config_utility_sigma_factor,config_rng_seed,config_epsilon,agg_n_profiles,agg_vse_mean,agg_vse_std,agg_vse_min,agg_vse_max,agg_vse_median,agg_utility_mean,agg_utility_std,agg_regret_mean,agg_regret_max,agg_winner_rank_1st_pct,agg_winner_rank_2nd_pct,agg_winner_rank_3rd_pct,agg_condorcet_winner_pct,agg_condorcet_efficiency,agg_cycle_percentage,agg_type1_percentage,agg_type2_percentage,compute_time_seconds,saved_at
471,3e02d790,2,0.8957629987003567,1,0.02130917196654558,True,False,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
472,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
473,3e02d790,2,0.7898041311935273,1,0.006847162448063271,True,True,False,0,2,0.7898041311935273,1,0.006847162448063271,True,True,False,0,2,0.7898041311935273,1,0.006847162448063271,True,True,False,0,0,1.0,0,0.0,True,False,False,0,2,0.7898041311935273,1,0.006847162448063271,True,True,False,0,2,0.7898041311935273,1,0.006847162448063271,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
474,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
475,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,0,0.49117635921367947,1,0.04885020328578937,True,False,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
476,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
477,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,1,0.36725907773791494,1,0.028450873706667323,True,False,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
478,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,1,0.4331279605524878,1,0.022452974291078953,True,False,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
479,3e02d790,0,0.0,2,0.04303782193724204,True,False,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
480,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
481,3e02d790,1,0.9565384908920636,1,0.005399601481625216,True,True,False,0,1,0.9565384908920636,1,0.005399601481625216,True,True,False,0,1,0.9565384908920636,1,0.005399601481625216,True,True,False,0,0,1.0,0,0.0,True,False,False,0,1,0.9565384908920636,1,0.005399601481625216,True,True,False,0,1,0.9565384908920636,1,0.005399601481625216,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
482,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,1,0.5606884891377831,1,0.07666901278399196,True,False,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
483,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,1,0.7356573742749696,1,0.03412444093285094,True,False,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
484,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
485,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,2,0.8709489602443293,1,0.018126145864717613,True,False,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
486,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,0,0.4095725333959797,1,0.1438764707093131,True,False,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
487,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
488,3e02d790,0,1.0,0,0.0,True,True,False,0,1,0.5938701577584587,1,0.04283099810065771,True,False,False,0,0,1.0,0,0.0,True,True,False,0,1,0.5938701577584587,1,0.04283099810065771,True,False,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
489,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
490,3e02d790,1,1.0,0,0.0,True,False,False,0,2,0.8018543211019468,1,0.019851891194797466,True,True,False,0,2,0.8018543211019468,1,0.019851891194797466,True,True,False,0,2,0.8018543211019468,1,0.019851891194797466,True,True,False,0,2,0.8018543211019468,1,0.019851891194797466,True,True,False,0,2,0.8018543211019468,1,0.019851891194797466,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
491,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
492,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
493,3e02d790,1,0.0,2,0.09126264771369363,True,False,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
494,3e02d790,0,1.0,0,0.0,False,True,True,1,2,0.0,2,0.017304755872004196,False,True,True,1,2,0.0,2,0.017304755872004196,False,True,True,1,1,0.6319395778486524,1,0.006369195751475876,False,True,True,1,2,0.0,2,0.017304755872004196,False,True,True,1,2,0.0,2,0.017304755872004196,False,True,True,1,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
495,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
496,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
497,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
498,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
499,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,0,0.29304057035137804,1,0.060510682272953975,True,False,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
500,3e02d790,1,1.0,0,0.0,True,True,False,0,0,0.25168291046923236,1,0.1336728334291003,True,False,False,0,1,1.0,0,0.0,True,True,False,0,0,0.25168291046923236,1,0.1336728334291003,True,False,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
501,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,0,0.2895460112732938,1,0.12018465245906318,True,False,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
502,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
503,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
504,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
505,3e02d790,2,1.0,0,0.0,True,True,False,0,0,0.8951623458920837,1,0.006158949377262468,True,False,False,0,2,1.0,0,0.0,True,True,False,0,0,0.8951623458920837,1,0.006158949377262468,True,False,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
